DiagonalNonZeros,AbsoluteTrace,OneNorm,Trace,Dimension,SymmetricInfinityNorm,DiagonalMean,solver,actualclass,predictedclass, predicted, error, probability distribution,inst#
20002,5.13E+11,101000000,5.13E+11,20002,101000000,25700000,36025722,bad,bad,   0.009 *0.991,,,685
20002,5.13E+11,101000000,5.13E+11,20002,101000000,25700000,45869640,good,good,  *0.932  0.068,,,686
20002,5.13E+11,101000000,5.13E+11,20002,101000000,25700000,75830645,good,good,  *0.786  0.214,,,687
20002,5.13E+11,101000000,5.13E+11,20002,101000000,25700000,81986705,bad,bad,   0     *1    ,,,688
20002,5.13E+11,101000000,5.13E+11,20002,101000000,25700000,75830647,good,good,  *0.791  0.209,,,689
20002,6.01E+11,101000000,6.01E+11,20002,100000000,30100000,59072881,bad,bad,   0     *1    ,,,690
20002,6.01E+11,101000000,6.01E+11,20002,100000000,30100000,36025722,bad,bad,   0.009 *0.991,,,691
20002,6.01E+11,101000000,6.01E+11,20002,100000000,30100000,53302993,bad,bad,   0.002 *0.998,,,692
20002,6.01E+11,101000000,6.01E+11,20002,100000000,30100000,26415432,bad,bad,   0     *1    ,,,693
20002,6.01E+11,101000000,6.01E+11,20002,100000000,30100000,81986705,bad,bad,   0     *1    ,,,694
20002,657399,86,669665,20002,86,33.4799,59072882,bad,bad,   0     *1    ,,,695
20002,657399,86,669665,20002,86,33.4799,36025722,bad,bad,   0.009 *0.991,,,696
20002,657399,86,669665,20002,86,33.4799,44526267,bad,bad,   0     *1    ,,,697
20002,657399,86,669665,20002,86,33.4799,32168838,bad,bad,   0.008 *0.992,,,698
20002,657399,86,669665,20002,86,33.4799,49834419,bad,bad,   0     *1    ,,,699
20002,657399,86,669665,20002,86,33.4799,43373442,bad,bad,   0     *1    ,,,700
20002,657399,86,669665,20002,86,33.4799,32874609,bad,bad,   0     *1    ,,,701
20002,657399,86,669665,20002,86,33.4799,90197665,bad,bad,   0     *1    ,,,702
20002,657399,86,669665,20002,86,33.4799,75830647,good,good,  *0.791  0.209,,,703
20002,650065,87,662383,20002,87,33.1158,59072882,bad,bad,   0     *1    ,,,704
20002,650065,87,662383,20002,87,33.1158,26415432,good,good,  *0.709  0.291,,,705
20002,650065,87,662383,20002,87,33.1158,1216556,bad,bad,   0     *1    ,,,706
20002,1850000,247,1860000,20002,247,92.9015,44526267,bad,bad,   0     *1    ,,,707
20002,1850000,247,1860000,20002,247,92.9015,26415432,good,good,  *0.709  0.291,,,708
20002,1850000,247,1860000,20002,247,92.9015,13323659,bad,bad,   0.001 *0.999,,,709
20002,1850000,247,1860000,20002,247,92.9015,45869640,good,good,  *0.932  0.068,,,710
20002,1850000,247,1860000,20002,247,92.9015,75830645,good,good,  *0.786  0.214,,,711
20002,1850000,247,1860000,20002,247,92.9015,75830647,good,good,  *0.791  0.209,,,712
20002,614061,85,626529,20002,85,31.3233,90197667,bad,bad,   0     *1    ,,,713
20002,614061,85,626529,20002,85,31.3233,49834419,bad,bad,   0     *1    ,,,714
20002,614061,85,626529,20002,85,31.3233,13323659,bad,bad,   0.001 *0.999,,,715
20002,614061,85,626529,20002,85,31.3233,45869640,good,good,  *0.932  0.068,,,716
20002,614061,85,626529,20002,85,31.3233,80361466,bad,bad,   0     *1    ,,,717
20002,614061,85,626529,20002,85,31.3233,80361467,bad,bad,   0     *1    ,,,718
20002,614061,85,626529,20002,85,31.3233,1216556,bad,bad,   0     *1    ,,,719
10001,547388,103,552189,20002,105,27.6067,36025722,bad,bad,   0.009 *0.991,,,720
10001,547388,103,552189,20002,105,27.6067,5890862,bad,bad,   0     *1    ,,,721
10001,547388,103,552189,20002,105,27.6067,1216556,bad,bad,   0     *1    ,,,722
8840.87,252305,99,259242,20402,94,12.7067,59072881,bad,bad,   0     *1    ,,,723
8840.87,252305,99,259242,20402,94,12.7067,32168838,bad,bad,   0.008 *0.992,,,724
8840.87,252305,99,259242,20402,94,12.7067,49834419,bad,bad,   0     *1    ,,,725
8840.87,252305,99,259242,20402,94,12.7067,29030070,bad,bad,   0     *1    ,,,726
8840.87,252305,99,259242,20402,94,12.7067,81986705,bad,bad,   0     *1    ,,,727
8840.87,252305,99,259242,20402,94,12.7067,19932324,bad,bad,   0     *1    ,,,728
8840.87,252305,99,259242,20402,94,12.7067,80361466,bad,bad,   0     *1    ,,,729
20002,650732,86,662729,20002,86,33.1331,90197667,bad,bad,   0     *1    ,,,730
20002,650732,86,662729,20002,86,33.1331,8793453,bad,bad,   0     *1    ,,,731
20002,650732,86,662729,20002,86,33.1331,32168838,bad,bad,   0.008 *0.992,,,732
20002,650732,86,662729,20002,86,33.1331,43373442,bad,bad,   0     *1    ,,,733
20002,650732,86,662729,20002,86,33.1331,45869640,good,good,  *0.932  0.068,,,734
20002,650732,86,662729,20002,86,33.1331,90197665,bad,bad,   0     *1    ,,,735
20002,650732,86,662729,20002,86,33.1331,19932324,bad,bad,   0     *1    ,,,736
20002,650732,86,662729,20002,86,33.1331,80361466,bad,bad,   0     *1    ,,,737
20002,650732,86,662729,20002,86,33.1331,75830647,bad,good,  *0.791  0.209,,,738
20002,652732,86,665207,20002,86,33.257,36025722,bad,bad,   0.009 *0.991,,,739
20002,652732,86,665207,20002,86,33.257,32874609,bad,bad,   0     *1    ,,,740
20002,652732,86,665207,20002,86,33.257,19932324,bad,bad,   0     *1    ,,,741
20002,652732,86,665207,20002,86,33.257,1216556,bad,bad,   0     *1    ,,,742
40804,265226,36,281797,40804,24,6.90611,59072882,bad,bad,   0     *1    ,,,743
40804,265226,36,281797,40804,24,6.90611,59072881,bad,bad,   0     *1    ,,,744
40804,265226,36,281797,40804,24,6.90611,49834419,bad,bad,   0     *1    ,,,745
40804,265226,36,281797,40804,24,6.90611,26415434,bad,bad,   0     *1    ,,,746
40804,265226,36,281797,40804,24,6.90611,1216556,bad,bad,   0     *1    ,,,747
20002,424709,48,434120,20002,48,21.7039,26415434,bad,good,  *0.697  0.303,,,748
20002,5.28E+11,102000000,5.28E+11,20002,102000000,26400000,59072881,bad,bad,   0     *1    ,,,749
20002,5.28E+11,102000000,5.28E+11,20002,102000000,26400000,44526267,bad,bad,   0     *1    ,,,750
20002,5.28E+11,102000000,5.28E+11,20002,102000000,26400000,32168839,bad,bad,   0.008 *0.992,,,751
20002,5.28E+11,102000000,5.28E+11,20002,102000000,26400000,43373442,bad,bad,   0     *1    ,,,752
20002,5.28E+11,102000000,5.28E+11,20002,102000000,26400000,5890862,bad,bad,   0     *1    ,,,753
20002,5.28E+11,102000000,5.28E+11,20002,102000000,26400000,80361466,bad,bad,   0     *1    ,,,754
20002,5.28E+11,102000000,5.28E+11,20002,102000000,26400000,1216556,bad,bad,   0     *1    ,,,755
10001,548055,103,552857,20002,105,27.6401,44526267,bad,bad,   0     *1    ,,,756
10001,548055,103,552857,20002,105,27.6401,69654761,bad,bad,   0     *1    ,,,757
10001,548055,103,552857,20002,105,27.6401,80361467,bad,bad,   0     *1    ,,,758
67200,4330000,1808,4350000,67200,397,64.6732,44526267,bad,bad,   0     *1    ,,,759
67200,4330000,1808,4350000,67200,397,64.6732,8793453,bad,bad,   0     *1    ,,,760
67200,4330000,1808,4350000,67200,397,64.6732,32874609,bad,bad,   0     *1    ,,,761
67200,4330000,1808,4350000,67200,397,64.6732,19932324,bad,bad,   0     *1    ,,,762
67200,4330000,1808,4350000,67200,397,64.6732,1216556,bad,bad,   0     *1    ,,,763
20002,449378,48,457643,20002,48,22.8799,59072882,bad,bad,   0     *1    ,,,764
20002,449378,48,457643,20002,48,22.8799,36025722,bad,bad,   0.009 *0.991,,,765
20002,449378,48,457643,20002,48,22.8799,53302993,bad,bad,   0.002 *0.998,,,766
20002,449378,48,457643,20002,48,22.8799,32168838,bad,bad,   0.008 *0.992,,,767
20002,449378,48,457643,20002,48,22.8799,49834419,bad,bad,   0     *1    ,,,768
20002,449378,48,457643,20002,48,22.8799,5890862,bad,bad,   0     *1    ,,,769
20002,449378,48,457643,20002,48,22.8799,81986705,bad,bad,   0     *1    ,,,770
38666.7,150667,43,168280,40000,15,4.207,90197667,bad,bad,   0     *1    ,,,771
38666.7,150667,43,168280,40000,15,4.207,29553942,bad,bad,   0     *1    ,,,772
38666.7,150667,43,168280,40000,15,4.207,69654761,bad,bad,   0     *1    ,,,773
38666.7,150667,43,168280,40000,15,4.207,80361466,bad,bad,   0     *1    ,,,774
20002,611394,86,622911,20002,86,31.1424,36025722,bad,bad,   0.009 *0.991,,,775
20002,611394,86,622911,20002,86,31.1424,32168839,bad,bad,   0.008 *0.992,,,776
20002,611394,86,622911,20002,86,31.1424,26415434,good,good,  *0.697  0.303,,,777
20002,611394,86,622911,20002,86,31.1424,29553942,bad,bad,   0     *1    ,,,778
20002,611394,86,622911,20002,86,31.1424,32874609,bad,bad,   0     *1    ,,,779
20002,611394,86,622911,20002,86,31.1424,80361467,bad,bad,   0     *1    ,,,780
20402,28562.8,2,35590.2,20402,2,1.74444,59072881,bad,bad,   0     *1    ,,,781
20402,28562.8,2,35590.2,20402,2,1.74444,5890862,bad,bad,   0     *1    ,,,782
20402,28562.8,2,35590.2,20402,2,1.74444,80361467,bad,bad,   0     *1    ,,,783
20402,28562.8,2,35590.2,20402,2,1.74444,75830647,good,good,  *0.791  0.209,,,784
20002,424709,49,434175,20002,49,21.7066,53302993,bad,bad,   0.002 *0.998,,,785
20002,424709,49,434175,20002,49,21.7066,49834419,bad,bad,   0     *1    ,,,786
20002,424709,49,434175,20002,49,21.7066,29030070,bad,bad,   0.001 *0.999,,,787
20002,424709,49,434175,20002,49,21.7066,26415432,good,good,  *0.709  0.291,,,788
20002,424709,49,434175,20002,49,21.7066,75830645,good,good,  *0.786  0.214,,,789
20002,424709,49,434175,20002,49,21.7066,81986705,bad,bad,   0     *1    ,,,790
20002,424709,49,434175,20002,49,21.7066,29553942,bad,bad,   0     *1    ,,,791
20002,424709,49,434175,20002,49,21.7066,75830647,good,good,  *0.791  0.209,,,792
20002,618062,86,629943,20002,86,31.494,32168838,bad,bad,   0.008 *0.992,,,793
20002,618062,86,629943,20002,86,31.494,5890862,bad,bad,   0     *1    ,,,794
20002,618062,86,629943,20002,86,31.494,32874609,bad,bad,   0     *1    ,,,795
20002,657399,86,669742,20002,86,33.4838,90197667,bad,bad,   0     *1    ,,,796
20002,657399,86,669742,20002,86,33.4838,36025722,bad,bad,   0.009 *0.991,,,797
20002,657399,86,669742,20002,86,33.4838,29553942,bad,bad,   0     *1    ,,,798
20002,657399,86,669742,20002,86,33.4838,69654761,bad,bad,   0     *1    ,,,799
20002,657399,86,669742,20002,86,33.4838,19932324,bad,bad,   0     *1    ,,,800
20002,1630000,248,1640000,20002,248,82.1868,59072882,bad,bad,   0     *1    ,,,801
20002,1630000,248,1640000,20002,248,82.1868,53302993,bad,bad,   0.002 *0.998,,,802
20002,1630000,248,1640000,20002,248,82.1868,29030070,bad,bad,   0.001 *0.999,,,803
20002,1630000,248,1640000,20002,248,82.1868,80361467,bad,bad,   0     *1    ,,,804
30666.7,38666.7,4,52918.7,40000,2,1.32297,8793453,bad,bad,   0     *1    ,,,805
30666.7,38666.7,4,52918.7,40000,2,1.32297,5890862,bad,bad,   0     *1    ,,,806
30666.7,38666.7,4,52918.7,40000,2,1.32297,13323659,bad,bad,   0.001 *0.999,,,807
30666.7,38666.7,4,52918.7,40000,2,1.32297,45869640,bad,bad,   0.01  *0.99 ,,,808
30666.7,38666.7,4,52918.7,40000,2,1.32297,75830645,good,good,  *0.786  0.214,,,809
20002,402040,49,411625,20002,49,20.5792,36025722,bad,bad,   0.009 *0.991,,,810
20002,402040,49,411625,20002,49,20.5792,49834419,bad,bad,   0     *1    ,,,811
20002,402040,49,411625,20002,49,20.5792,26415432,bad,good,  *0.709  0.291,,,812
20002,402040,49,411625,20002,49,20.5792,90197665,bad,bad,   0     *1    ,,,813
20002,402040,49,411625,20002,49,20.5792,1216556,bad,bad,   0     *1    ,,,814
20002,402040,49,411625,20002,49,20.5792,75830647,good,good,  *0.791  0.209,,,815
20002,650065,87,662254,20002,87,33.1094,26415432,good,good,  *0.709  0.291,,,816
20002,650065,87,662254,20002,87,33.1094,75830647,good,good,  *0.791  0.209,,,817
9520.93,284268,99,291693,20402,94,14.2973,44526267,bad,bad,   0     *1    ,,,818
9520.93,284268,99,291693,20402,94,14.2973,32168839,bad,bad,   0.008 *0.992,,,819
9520.93,284268,99,291693,20402,94,14.2973,5890862,bad,bad,   0     *1    ,,,820
9520.93,284268,99,291693,20402,94,14.2973,29553942,bad,bad,   0     *1    ,,,821
9520.93,284268,99,291693,20402,94,14.2973,19932324,bad,bad,   0     *1    ,,,822
9520.93,284268,99,291693,20402,94,14.2973,80361466,bad,bad,   0     *1    ,,,823
9520.93,284268,99,291693,20402,94,14.2973,80361467,bad,bad,   0     *1    ,,,824
11334.5,1410000,251,1420000,20002,253,70.7476,59072882,bad,bad,   0     *1    ,,,825
11334.5,1410000,251,1420000,20002,253,70.7476,59072881,bad,bad,   0     *1    ,,,826
11334.5,1410000,251,1420000,20002,253,70.7476,32168838,bad,bad,   0.008 *0.992,,,827
11334.5,1410000,251,1420000,20002,253,70.7476,29030070,bad,bad,   0     *1    ,,,828
11334.5,1410000,251,1420000,20002,253,70.7476,26415432,bad,bad,   0.003 *0.997,,,829
11334.5,1410000,251,1420000,20002,253,70.7476,69654761,bad,bad,   0     *1    ,,,830
67200,2950000,1787,2960000,67200,397,44.0318,53302993,bad,bad,   0.002 *0.998,,,831
67200,2950000,1787,2960000,67200,397,44.0318,8793453,bad,bad,   0     *1    ,,,832
67200,2950000,1787,2960000,67200,397,44.0318,32168838,bad,bad,   0.008 *0.992,,,833
67200,2950000,1787,2960000,67200,397,44.0318,32874609,bad,bad,   0     *1    ,,,834
67200,2950000,1787,2960000,67200,397,44.0318,80361466,bad,bad,   0     *1    ,,,835
67200,2950000,1787,2960000,67200,397,44.0318,75830647,good,good,  *0.791  0.209,,,836
20001,1620000,100,1630000,20001,100,81.5843,59072881,bad,bad,   0     *1    ,,,837
20001,1620000,100,1630000,20001,100,81.5843,36025722,bad,bad,   0.009 *0.991,,,838
20001,1620000,100,1630000,20001,100,81.5843,13323659,bad,bad,   0.001 *0.999,,,839
20001,1620000,100,1630000,20001,100,81.5843,81986705,bad,bad,   0     *1    ,,,840
20002,403374,50,412272,20002,50,20.6115,59072882,bad,bad,   0     *1    ,,,841
20002,403374,50,412272,20002,50,20.6115,43373442,bad,bad,   0     *1    ,,,842
20002,403374,50,412272,20002,50,20.6115,26415434,good,good,  *0.697  0.303,,,843
20002,403374,50,412272,20002,50,20.6115,13323659,bad,bad,   0.001 *0.999,,,844
20002,403374,50,412272,20002,50,20.6115,75830645,good,good,  *0.786  0.214,,,845
20002,403374,50,412272,20002,50,20.6115,81986705,bad,bad,   0     *1    ,,,846
20002,403374,50,412272,20002,50,20.6115,29553942,bad,bad,   0     *1    ,,,847
20002,403374,50,412272,20002,50,20.6115,19932324,bad,bad,   0     *1    ,,,848
20002,334033,48,345488,20002,48,17.2727,36025722,bad,bad,   0.009 *0.991,,,849
20002,334033,48,345488,20002,48,17.2727,32168839,bad,bad,   0.008 *0.992,,,850
20002,334033,48,345488,20002,48,17.2727,32168838,bad,bad,   0.008 *0.992,,,851
20002,334033,48,345488,20002,48,17.2727,45869640,good,good,  *0.932  0.068,,,852
20002,334700,49,345830,20002,49,17.2898,36025722,bad,bad,   0.009 *0.991,,,853
20002,334700,49,345830,20002,49,17.2898,53302993,bad,bad,   0.002 *0.998,,,854
20002,334700,49,345830,20002,49,17.2898,49834419,bad,bad,   0     *1    ,,,855
20002,334700,49,345830,20002,49,17.2898,5890862,bad,bad,   0     *1    ,,,856
20002,334700,49,345830,20002,49,17.2898,45869640,good,good,  *0.932  0.068,,,857
20002,425376,50,434580,20002,50,21.7268,44526267,bad,bad,   0     *1    ,,,858
20002,425376,50,434580,20002,50,21.7268,43373442,bad,bad,   0     *1    ,,,859
20002,425376,50,434580,20002,50,21.7268,5890862,bad,bad,   0     *1    ,,,860
20002,425376,50,434580,20002,50,21.7268,1216556,bad,bad,   0     *1    ,,,861
20002,425376,50,434580,20002,50,21.7268,75830647,good,good,  *0.791  0.209,,,862
20002,402707,51,413056,20002,51,20.6507,53302993,bad,bad,   0.002 *0.998,,,863
20002,402707,51,413056,20002,51,20.6507,8793453,bad,bad,   0     *1    ,,,864
20002,402707,51,413056,20002,51,20.6507,32168838,bad,bad,   0.008 *0.992,,,865
20002,402707,51,413056,20002,51,20.6507,45869640,good,good,  *0.932  0.068,,,866
20002,402707,51,413056,20002,51,20.6507,80361466,bad,bad,   0     *1    ,,,867
20002,657399,86,669970,20002,86,33.4951,8793453,bad,bad,   0     *1    ,,,868
20002,657399,86,669970,20002,86,33.4951,49834419,bad,bad,   0     *1    ,,,869
20002,657399,86,669970,20002,86,33.4951,5890862,bad,bad,   0     *1    ,,,870
20002,657399,86,669970,20002,86,33.4951,13323659,bad,bad,   0.001 *0.999,,,871
20002,657399,86,669970,20002,86,33.4951,69654761,bad,bad,   0     *1    ,,,872
20002,657399,86,669970,20002,86,33.4951,90197665,bad,bad,   0     *1    ,,,873
20002,657399,86,669970,20002,86,33.4951,1216556,bad,bad,   0     *1    ,,,874
20002,657399,86,669970,20002,86,33.4951,75830647,good,good,  *0.791  0.209,,,875
20002,696736,86,709840,20002,86,35.4884,59072882,bad,bad,   0     *1    ,,,876
20002,696736,86,709840,20002,86,35.4884,53302993,bad,bad,   0.002 *0.998,,,877
20002,696736,86,709840,20002,86,35.4884,26415434,good,good,  *0.697  0.303,,,878
20002,696736,86,709840,20002,86,35.4884,75830645,good,good,  *0.786  0.214,,,879
20002,696736,86,709840,20002,86,35.4884,80361466,bad,bad,   0     *1    ,,,880
20001,1620000,100,1630000,20001,100,81.5984,90197667,bad,bad,   0     *1    ,,,881
20001,1620000,100,1630000,20001,100,81.5984,49834419,bad,bad,   0     *1    ,,,882
20001,1620000,100,1630000,20001,100,81.5984,43373442,bad,bad,   0     *1    ,,,883
20001,1620000,100,1630000,20001,100,81.5984,45869640,bad,bad,   0.117 *0.883,,,884
20001,1620000,100,1630000,20001,100,81.5984,81986705,bad,bad,   0     *1    ,,,885
20002,650732,86,662820,20002,86,33.1377,44526267,bad,bad,   0     *1    ,,,886
20002,650732,86,662820,20002,86,33.1377,49834419,bad,bad,   0     *1    ,,,887
20002,650732,86,662820,20002,86,33.1377,43373442,bad,bad,   0     *1    ,,,888
20002,650732,86,662820,20002,86,33.1377,29030070,bad,bad,   0.001 *0.999,,,889
20002,650732,86,662820,20002,86,33.1377,26415432,good,good,  *0.709  0.291,,,890
20002,650732,86,662820,20002,86,33.1377,1216556,bad,bad,   0     *1    ,,,891
20002,602060,90,609113,20002,90,30.4526,29030070,bad,bad,   0.001 *0.999,,,892
20002,356702,49,366959,20002,49,18.3461,32168838,bad,bad,   0.008 *0.992,,,893
20002,356702,49,366959,20002,49,18.3461,5890862,bad,bad,   0     *1    ,,,894
20002,356702,49,366959,20002,49,18.3461,26415432,good,good,  *0.709  0.291,,,895
20002,356702,49,366959,20002,49,18.3461,69654761,bad,bad,   0     *1    ,,,896
20002,446711,48,455548,20002,48,22.7751,49834419,bad,bad,   0     *1    ,,,897
20002,446711,48,455548,20002,48,22.7751,26415434,good,good,  *0.697  0.303,,,898
20002,446711,48,455548,20002,48,22.7751,26415432,good,good,  *0.709  0.291,,,899
20002,446711,48,455548,20002,48,22.7751,13323659,bad,bad,   0.001 *0.999,,,900
20002,446711,48,455548,20002,48,22.7751,81986705,bad,bad,   0     *1    ,,,901
20002,446711,48,455548,20002,48,22.7751,29553942,bad,bad,   0     *1    ,,,902
20002,1630000,248,1640000,20002,248,82.1887,90197667,bad,bad,   0     *1    ,,,903
20002,1630000,248,1640000,20002,248,82.1887,59072881,bad,bad,   0     *1    ,,,904
20002,1630000,248,1640000,20002,248,82.1887,75830645,good,good,  *0.786  0.214,,,905
20002,1630000,248,1640000,20002,248,82.1887,90197665,bad,bad,   0     *1    ,,,906
20002,1630000,248,1640000,20002,248,82.1887,19932324,bad,bad,   0     *1    ,,,907
20002,1630000,248,1640000,20002,248,82.1887,1216556,bad,bad,   0     *1    ,,,908
22740,837590,90,849388,22740,76,37.3521,59072882,bad,bad,   0     *1    ,,,909
22740,837590,90,849388,22740,76,37.3521,59072881,bad,bad,   0     *1    ,,,910
22740,837590,90,849388,22740,76,37.3521,8793453,bad,bad,   0     *1    ,,,911
22740,837590,90,849388,22740,76,37.3521,32874609,bad,bad,   0     *1    ,,,912
20002,1850000,248,1860000,20002,248,92.9203,59072881,bad,bad,   0     *1    ,,,913
20002,1850000,248,1860000,20002,248,92.9203,32168838,bad,bad,   0.008 *0.992,,,914
20002,1850000,248,1860000,20002,248,92.9203,43373442,bad,bad,   0     *1    ,,,915
20002,1850000,248,1860000,20002,248,92.9203,29030070,bad,bad,   0.001 *0.999,,,916
20002,1850000,248,1860000,20002,248,92.9203,13323659,bad,bad,   0.001 *0.999,,,917
20002,1850000,248,1860000,20002,248,92.9203,75830645,good,good,  *0.786  0.214,,,918
20002,1850000,248,1860000,20002,248,92.9203,90197665,bad,bad,   0     *1    ,,,919
20002,381371,48,391560,20002,48,19.576,59072882,bad,bad,   0     *1    ,,,920
20002,381371,48,391560,20002,48,19.576,32168838,bad,bad,   0.008 *0.992,,,921
20002,381371,48,391560,20002,48,19.576,49834419,bad,bad,   0     *1    ,,,922
20002,381371,48,391560,20002,48,19.576,26415434,good,good,  *0.697  0.303,,,923
20002,381371,48,391560,20002,48,19.576,75830645,good,good,  *0.786  0.214,,,924
20002,1630000,247,1640000,20002,247,82.0157,36025722,bad,bad,   0.009 *0.991,,,925
20002,1630000,247,1640000,20002,247,82.0157,32168838,bad,bad,   0.008 *0.992,,,926
20002,1630000,247,1640000,20002,247,82.0157,13323659,bad,bad,   0.001 *0.999,,,927
20002,1630000,247,1640000,20002,247,82.0157,69654761,bad,bad,   0     *1    ,,,928
20002,1630000,247,1640000,20002,247,82.0157,80361467,bad,bad,   0     *1    ,,,929
20002,1850000,247,1860000,20002,247,92.8995,8793453,bad,bad,   0     *1    ,,,930
20002,1850000,247,1860000,20002,247,92.8995,32168838,bad,bad,   0.008 *0.992,,,931
20002,1850000,247,1860000,20002,247,92.8995,45869640,good,good,  *0.932  0.068,,,932
20002,1850000,247,1860000,20002,247,92.8995,69654761,bad,bad,   0     *1    ,,,933
20002,1850000,247,1860000,20002,247,92.8995,32874609,bad,bad,   0     *1    ,,,934
8667.53,466713,112,472991,20002,114,23.6472,32168838,bad,bad,   0.008 *0.992,,,935
8667.53,466713,112,472991,20002,114,23.6472,45869640,good,good,  *0.932  0.068,,,936
8667.53,466713,112,472991,20002,114,23.6472,81986705,bad,bad,   0     *1    ,,,937
8667.53,466713,112,472991,20002,114,23.6472,69654761,bad,bad,   0     *1    ,,,938
20002,380705,48,390789,20002,48,19.5375,53302993,bad,bad,   0.002 *0.998,,,939
20002,380705,48,390789,20002,48,19.5375,43373442,bad,bad,   0     *1    ,,,940
20002,380705,48,390789,20002,48,19.5375,69654761,bad,bad,   0     *1    ,,,941
20002,402040,49,411218,20002,49,20.5589,29030070,bad,bad,   0.001 *0.999,,,942
20002,402040,49,411218,20002,49,20.5589,26415432,bad,good,  *0.709  0.291,,,943
20002,402040,49,411218,20002,49,20.5589,81986705,bad,bad,   0     *1    ,,,944
20002,402040,49,411218,20002,49,20.5589,29553942,bad,bad,   0     *1    ,,,945
20002,402040,49,411218,20002,49,20.5589,19932324,bad,bad,   0     *1    ,,,946
20002,424709,48,433742,20002,48,21.6849,53302993,bad,bad,   0.002 *0.998,,,947
20002,424709,48,433742,20002,48,21.6849,44526267,bad,bad,   0     *1    ,,,948
20002,424709,48,433742,20002,48,21.6849,26415434,good,good,  *0.697  0.303,,,949
20002,424709,48,433742,20002,48,21.6849,26415432,good,good,  *0.709  0.291,,,950
20002,424709,48,433742,20002,48,21.6849,81986705,bad,bad,   0     *1    ,,,951
20002,424709,48,433742,20002,48,21.6849,80361466,bad,bad,   0     *1    ,,,952
20002,424709,49,433836,20002,49,21.6896,49834419,bad,bad,   0     *1    ,,,953
20002,424709,49,433836,20002,49,21.6896,81986705,bad,bad,   0     *1    ,,,954
20002,424709,49,433836,20002,49,21.6896,19932324,bad,bad,   0     *1    ,,,955
20002,424709,49,433836,20002,49,21.6896,80361466,bad,bad,   0     *1    ,,,956
20002,424709,49,433836,20002,49,21.6896,80361467,bad,bad,   0     *1    ,,,957
20002,424709,49,433836,20002,49,21.6896,1216556,bad,bad,   0     *1    ,,,958
20002,424709,49,433836,20002,49,21.6896,75830647,good,good,  *0.791  0.209,,,959
30666.7,38666.7,4,51611.1,40000,3,1.29028,59072881,bad,bad,   0     *1    ,,,960
30666.7,38666.7,4,51611.1,40000,3,1.29028,36025722,bad,bad,   0.009 *0.991,,,961
30666.7,38666.7,4,51611.1,40000,3,1.29028,26415434,bad,bad,   0     *1    ,,,962
30666.7,38666.7,4,51611.1,40000,3,1.29028,13323659,bad,bad,   0.001 *0.999,,,963
30666.7,38666.7,4,51611.1,40000,3,1.29028,81986705,bad,bad,   0     *1    ,,,964
30666.7,38666.7,4,51611.1,40000,3,1.29028,32874609,bad,bad,   0     *1    ,,,965
20002,6.17E+11,101000000,6.17E+11,20002,101000000,30800000,59072882,bad,bad,   0     *1    ,,,966
20002,6.17E+11,101000000,6.17E+11,20002,101000000,30800000,36025722,bad,bad,   0.009 *0.991,,,967
20002,6.17E+11,101000000,6.17E+11,20002,101000000,30800000,29030070,bad,bad,   0.009 *0.991,,,968
20002,6.17E+11,101000000,6.17E+11,20002,101000000,30800000,29553942,bad,bad,   0     *1    ,,,969
20002,736074,86,749490,20002,86,37.4708,90197667,bad,bad,   0     *1    ,,,970
20002,736074,86,749490,20002,86,37.4708,53302993,bad,bad,   0.002 *0.998,,,971
20002,736074,86,749490,20002,86,37.4708,44526267,bad,bad,   0     *1    ,,,972
20002,736074,86,749490,20002,86,37.4708,32168838,bad,bad,   0.008 *0.992,,,973
20002,736074,86,749490,20002,86,37.4708,26415432,good,good,  *0.709  0.291,,,974
20002,736074,86,749490,20002,86,37.4708,32874609,bad,bad,   0     *1    ,,,975
20002,736074,86,749490,20002,86,37.4708,80361467,bad,bad,   0     *1    ,,,976
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,44526267,bad,bad,   0     *1    ,,,977
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,8793453,bad,bad,   0     *1    ,,,978
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,43373442,bad,bad,   0     *1    ,,,979
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,26415432,bad,bad,   0     *1    ,,,980
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,81986705,bad,bad,   0     *1    ,,,981
20002,4.32E+11,101000000,4.32E+11,20002,101000000,21600000,32874609,bad,bad,   0     *1    ,,,982
20164,75278.9,9,84704.7,20164,8,4.20079,32168838,bad,bad,   0.008 *0.992,,,983
20164,75278.9,9,84704.7,20164,8,4.20079,26415432,bad,bad,   0.004 *0.996,,,984
20164,75278.9,9,84704.7,20164,8,4.20079,45869640,bad,bad,   0.01  *0.99 ,,,985
20164,75278.9,9,84704.7,20164,8,4.20079,69654761,bad,bad,   0     *1    ,,,986
20164,75278.9,9,84704.7,20164,8,4.20079,75830647,good,good,  *0.791  0.209,,,987
20002,3.86E+11,102000000,3.86E+11,20002,102000000,19300000,59072882,bad,bad,   0     *1    ,,,988
20002,3.86E+11,102000000,3.86E+11,20002,102000000,19300000,26415434,bad,bad,   0     *1    ,,,989
20002,3.86E+11,102000000,3.86E+11,20002,102000000,19300000,19932324,bad,bad,   0     *1    ,,,990
