DiagonalNonZeros,AbsoluteTrace,OneNorm,Trace,Dimension,SymmetricInfinityNorm,DiagonalMean,solver,actualclass
10001,547388,103,552613,20002,105,27.6279,32168838,bad
10001,547388,103,552613,20002,105,27.6279,75830645,good
45904.5,365536,26,393661,51005,23,7.71809,5890862,bad
45904.5,365536,26,393661,51005,23,7.71809,81986705,bad
45904.5,365536,26,393661,51005,23,7.71809,80361466,bad
45904.5,365536,26,393661,51005,23,7.71809,75830647,good
40804,423001,78,438545,40804,46,10.7476,90197667,bad
40804,423001,78,438545,40804,46,10.7476,26415434,bad
40804,423001,78,438545,40804,46,10.7476,29553942,bad
40804,423001,78,438545,40804,46,10.7476,69654761,bad
40804,423001,78,438545,40804,46,10.7476,32874609,bad
40804,423001,78,438545,40804,46,10.7476,19932324,bad
10881.1,348194,102,356505,20402,92,17.474,36025722,bad
10881.1,348194,102,356505,20402,92,17.474,44526267,bad
10881.1,348194,102,356505,20402,92,17.474,32168839,bad
10881.1,348194,102,356505,20402,92,17.474,19932324,bad
10881.1,348194,102,356505,20402,92,17.474,80361467,bad
10881.1,348194,102,356505,20402,92,17.474,75830647,good
20001,1640000,100,1650000,20001,100,82.7251,36025722,bad
20001,1640000,100,1650000,20001,100,82.7251,44526267,bad
20001,1640000,100,1650000,20001,100,82.7251,32168838,bad
20001,1640000,100,1650000,20001,100,82.7251,45869640,bad
18361.8,65286.4,6,70525.4,30603,6,2.30452,44526267,bad
18361.8,65286.4,6,70525.4,30603,6,2.30452,26415432,bad
18361.8,65286.4,6,70525.4,30603,6,2.30452,13323659,bad
18361.8,65286.4,6,70525.4,30603,6,2.30452,45869640,bad
18361.8,65286.4,6,70525.4,30603,6,2.30452,29553942,bad
18361.8,65286.4,6,70525.4,30603,6,2.30452,80361466,bad
18361.8,65286.4,6,70525.4,30603,6,2.30452,80361467,bad
38666.7,156000,43,174410,40000,15,4.36026,5890862,bad
38666.7,149333,43,166572,40000,15,4.16429,36025722,bad
38666.7,149333,43,166572,40000,15,4.16429,45869640,bad
38666.7,149333,43,166572,40000,15,4.16429,19932324,bad
38666.7,134667,43,153011,40000,15,3.82528,49834419,bad
20001,1640000,100,1650000,20001,100,82.739,26415434,bad
20001,1640000,100,1650000,20001,100,82.739,29553942,bad
20001,1640000,100,1650000,20001,100,82.739,75830647,bad
20002,5.01E+11,101000000,5.01E+11,20002,100000000,25100000,26415434,bad
20002,404040,48,413688,20002,48,20.6823,90197667,bad
20002,404040,48,413688,20002,48,20.6823,26415434,good
20002,404040,48,413688,20002,48,20.6823,26415432,good
20002,404040,48,413688,20002,48,20.6823,90197665,bad
20002,404040,48,413688,20002,48,20.6823,19932324,bad
20002,692069,86,704733,20002,86,35.2331,90197667,bad
20002,692069,86,704733,20002,86,35.2331,32168839,bad
20002,692069,86,704733,20002,86,35.2331,13323659,bad
20002,692069,86,704733,20002,86,35.2331,75830645,good
20002,692069,86,704733,20002,86,35.2331,29553942,bad
20002,692069,86,704733,20002,86,35.2331,32874609,bad
20002,692069,86,704733,20002,86,35.2331,90197665,bad
20002,692069,86,704733,20002,86,35.2331,80361467,bad
20164,1420000,399,1440000,20164,299,71.2041,43373442,bad
20164,1420000,399,1440000,20164,299,71.2041,26415432,bad
20164,1420000,399,1440000,20164,299,71.2041,81986705,bad
20164,1420000,399,1440000,20164,299,71.2041,1216556,bad
20002,424042,48,433549,20002,48,21.6753,26415434,bad
67200,2570000,1086,2590000,67200,246,38.5033,32168839,bad
67200,2570000,1086,2590000,67200,246,38.5033,29030070,bad
67200,2570000,1086,2590000,67200,246,38.5033,13323659,bad
67200,2570000,1086,2590000,67200,246,38.5033,69654761,bad
67200,2570000,1086,2590000,67200,246,38.5033,85490470,bad
20002,1840000,247,1850000,20002,247,92.7345,53302993,bad
20002,1840000,247,1850000,20002,247,92.7345,8793453,bad
20002,1840000,247,1850000,20002,247,92.7345,69654761,bad
20002,358036,51,369018,20002,51,18.449,59072882,bad
20002,358036,51,369018,20002,51,18.449,32168839,bad
20002,358036,51,369018,20002,51,18.449,43373442,bad
20002,358036,51,369018,20002,51,18.449,29030070,bad
20002,358036,51,369018,20002,51,18.449,29553942,bad
20002,358036,51,369018,20002,51,18.449,32874609,bad
20002,650732,86,662488,20002,86,33.1211,59072882,bad
20002,650732,86,662488,20002,86,33.1211,59072881,bad
20002,650732,86,662488,20002,86,33.1211,44526267,bad
20002,650732,86,662488,20002,86,33.1211,49834419,bad
20002,650732,86,662488,20002,86,33.1211,26415434,good
20002,650732,86,662488,20002,86,33.1211,26415432,good
20002,650732,86,662488,20002,86,33.1211,13323659,bad
20002,650732,86,662488,20002,86,33.1211,75830645,good
20002,650732,86,662488,20002,86,33.1211,69654761,bad
20002,650732,86,662488,20002,86,33.1211,75830647,good
20002,1630000,247,1640000,20002,247,82.0981,26415432,bad
20001,1590000,100,1610000,20001,100,80.46,59072882,bad
20001,1590000,100,1610000,20001,100,80.46,59072881,bad
20001,1590000,100,1610000,20001,100,80.46,44526267,bad
20001,1590000,100,1610000,20001,100,80.46,81986705,bad
20001,1590000,100,1610000,20001,100,80.46,80361466,bad
20001,1590000,100,1610000,20001,100,80.46,80361467,bad
20001,1590000,100,1610000,20001,100,80.46,1216556,bad
38666.7,149333,41,166891,40000,15,4.17228,36025722,bad
38666.7,149333,41,166891,40000,15,4.17228,44526267,bad
38666.7,149333,41,166891,40000,15,4.17228,90197665,bad
38666.7,149333,41,166891,40000,15,4.17228,80361467,bad
29333.3,40000,52,55245.3,40000,7,1.38113,90197667,bad
29333.3,40000,52,55245.3,40000,7,1.38113,43373442,bad
29333.3,40000,52,55245.3,40000,7,1.38113,29553942,bad
29333.3,40000,52,55245.3,40000,7,1.38113,90197665,bad
29333.3,40000,52,55245.3,40000,7,1.38113,75830647,good
20002,1520000,247,1540000,20002,247,76.7777,90197667,bad
20002,1520000,247,1540000,20002,247,76.7777,8793453,bad
20002,1520000,247,1540000,20002,247,76.7777,32168838,bad
20002,1520000,247,1540000,20002,247,76.7777,49834419,bad
20002,1520000,247,1540000,20002,247,76.7777,29553942,bad
20002,1520000,247,1540000,20002,247,76.7777,19932324,bad
20002,1520000,247,1540000,20002,247,76.7777,80361466,bad
20002,381371,48,391567,20002,48,19.5764,44526267,bad
20002,381371,48,391567,20002,48,19.5764,43373442,bad
20002,381371,48,391567,20002,48,19.5764,69654761,bad
20002,381371,48,391567,20002,48,19.5764,80361466,bad
20002,402040,49,411548,20002,49,20.5753,36025722,bad
20002,402040,49,411548,20002,49,20.5753,43373442,bad
20002,402040,49,411548,20002,49,20.5753,45869640,good
20002,402040,49,411548,20002,49,20.5753,81986705,bad
20002,402040,49,411548,20002,49,20.5753,32874609,bad
20002,402040,49,411548,20002,49,20.5753,80361466,bad
20002,402040,49,411548,20002,49,20.5753,75830647,good
20002,356036,48,367235,20002,48,18.3599,90197667,bad
20002,356036,48,367235,20002,48,18.3599,29030070,bad
20002,356036,48,367235,20002,48,18.3599,26415432,good
20002,356036,48,367235,20002,48,18.3599,32874609,bad
20002,572724,86,585011,20002,86,29.2476,90197667,bad
20002,572724,86,585011,20002,86,29.2476,53302993,bad
20002,572724,86,585011,20002,86,29.2476,8793453,bad
20002,572724,86,585011,20002,86,29.2476,13323659,bad
20002,572724,86,585011,20002,86,29.2476,45869640,good
20002,572724,86,585011,20002,86,29.2476,69654761,bad
20002,1950000,247,1960000,20002,247,98.1395,59072881,bad
20002,1950000,247,1960000,20002,247,98.1395,26415432,good
20002,1950000,247,1960000,20002,247,98.1395,1216556,bad
20002,447378,48,456313,20002,48,22.8134,32168839,bad
20002,447378,48,456313,20002,48,22.8134,13323659,bad
20002,426043,51,435402,20002,51,21.7679,59072881,bad
20002,426043,51,435402,20002,51,21.7679,81986705,bad
20002,1520000,247,1530000,20002,247,76.684,43373442,bad
20002,1520000,247,1530000,20002,247,76.684,29030070,bad
20002,1520000,247,1530000,20002,247,76.684,26415434,good
20002,1520000,247,1530000,20002,247,76.684,13323659,bad
20002,1520000,247,1530000,20002,247,76.684,75830645,good
20002,1520000,247,1530000,20002,247,76.684,29553942,bad
20002,1520000,247,1530000,20002,247,76.684,69654761,bad
20002,1520000,247,1530000,20002,247,76.684,32874609,bad
20002,652732,86,665070,20002,86,33.2502,75830645,bad
20001,1570000,100,1590000,20001,100,79.318,90197667,bad
20001,1570000,100,1590000,20001,100,79.318,29030070,bad
20001,1570000,100,1590000,20001,100,79.318,75830645,good
20001,1570000,100,1590000,20001,100,79.318,19932324,bad
20002,448045,49,456358,20002,49,22.8156,59072881,bad
20002,448045,49,456358,20002,49,22.8156,43373442,bad
20002,448045,49,456358,20002,49,22.8156,5890862,bad
20002,448045,49,456358,20002,49,22.8156,69654761,bad
20002,1.45E+11,69900000,1.45E+11,20002,70000000,7260000,36025722,bad
40000,200000,2393,217586,40000,483,5.43966,59072882,bad
40000,200000,2393,217586,40000,483,5.43966,59072881,bad
40000,200000,2393,217586,40000,483,5.43966,45869640,bad
20002,448712,48,457363,20002,48,22.8659,90197667,bad
20002,448712,48,457363,20002,48,22.8659,32168838,bad
20002,448712,48,457363,20002,48,22.8659,45869640,good
20002,448712,48,457363,20002,48,22.8659,75830645,good
20002,448712,48,457363,20002,48,22.8659,80361466,bad
49304.8,282228,18,303551,51005,18,5.9514,59072881,bad
49304.8,282228,18,303551,51005,18,5.9514,49834419,bad
49304.8,282228,18,303551,51005,18,5.9514,26415432,bad
49304.8,282228,18,303551,51005,18,5.9514,13323659,bad
49304.8,282228,18,303551,51005,18,5.9514,90197665,bad
49304.8,282228,18,303551,51005,18,5.9514,80361467,bad
20002,653399,85,666403,20002,85,33.3168,80361467,bad
20002,614061,85,626636,20002,85,31.3287,75830647,bad
20001,1620000,100,1630000,20001,100,81.5842,59072882,bad
20164,68557.6,9,79081.4,20164,8,3.92191,90197667,bad
20164,68557.6,9,79081.4,20164,8,3.92191,8793453,bad
20164,68557.6,9,79081.4,20164,8,3.92191,49834419,bad
20164,68557.6,9,79081.4,20164,8,3.92191,26415432,bad
45904.5,238023,18,257793,51005,18,5.05427,90197667,bad
45904.5,238023,18,257793,51005,18,5.05427,49834419,bad
45904.5,238023,18,257793,51005,18,5.05427,29030070,bad
45904.5,238023,18,257793,51005,18,5.05427,26415434,bad
45904.5,238023,18,257793,51005,18,5.05427,45869640,bad
45904.5,238023,18,257793,51005,18,5.05427,69654761,bad
45904.5,238023,18,257793,51005,18,5.05427,80361467,bad
45904.5,238023,18,257793,51005,18,5.05427,1216556,bad
20002,657399,86,670117,20002,86,33.5025,32168839,bad
20002,657399,86,670117,20002,86,33.5025,32168838,bad
20002,657399,86,670117,20002,86,33.5025,29030070,bad
20002,657399,86,670117,20002,86,33.5025,26415434,bad
20002,657399,86,670117,20002,86,33.5025,26415432,good
20002,657399,86,670117,20002,86,33.5025,45869640,good
20002,657399,86,670117,20002,86,33.5025,75830647,good
20002,5.98E+11,103000000,5.98E+11,20002,103000000,29900000,44526267,bad
20002,1840000,247,1850000,20002,247,92.6742,49834419,bad
20002,1840000,247,1850000,20002,247,92.6742,13323659,bad
20002,1840000,247,1850000,20002,247,92.6742,45869640,good
20002,1840000,247,1850000,20002,247,92.6742,29553942,bad
20002,1840000,247,1850000,20002,247,92.6742,32874609,bad
20002,1840000,247,1850000,20002,247,92.6742,90197665,bad
20002,1840000,247,1850000,20002,247,92.6742,75830647,good
30666.7,41333.3,8,54685.3,40000,3,1.36713,36025722,bad
30666.7,41333.3,8,54685.3,40000,3,1.36713,32168838,bad
30666.7,41333.3,8,54685.3,40000,3,1.36713,43373442,bad
30666.7,41333.3,8,54685.3,40000,3,1.36713,26415432,bad
30666.7,41333.3,8,54685.3,40000,3,1.36713,29553942,bad
30666.7,41333.3,8,54685.3,40000,3,1.36713,32874609,bad
30666.7,41333.3,8,54685.3,40000,3,1.36713,75830647,good
9334.27,491382,116,498777,20002,118,24.9364,90197667,bad
9334.27,491382,116,498777,20002,118,24.9364,5890862,bad
9334.27,491382,116,498777,20002,118,24.9364,29030070,bad
9334.27,491382,116,498777,20002,118,24.9364,26415432,bad
9334.27,491382,116,498777,20002,118,24.9364,81986705,bad
20164,120984,15,131817,20164,12,6.53723,90197667,bad
20164,120984,15,131817,20164,12,6.53723,43373442,bad
20164,120984,15,131817,20164,12,6.53723,75830645,good
20164,120984,15,131817,20164,12,6.53723,81986705,bad
20164,120984,15,131817,20164,12,6.53723,29553942,bad
20001,1640000,100,1650000,20001,100,82.7249,26415432,bad
20001,1640000,100,1650000,20001,100,82.7249,32874609,bad
20002,611394,85,624044,20002,85,31.1991,49834419,bad
20002,611394,85,624044,20002,85,31.1991,45869640,good
20002,611394,85,624044,20002,85,31.1991,75830645,bad
20002,611394,85,624044,20002,85,31.1991,32874609,bad
20002,611394,85,624044,20002,85,31.1991,80361466,bad
20002,611394,85,624044,20002,85,31.1991,1216556,bad
20002,1420000,247,1430000,20002,247,71.4247,75830647,bad
20164,69901.9,9,80971.4,20164,8,4.01564,29030070,bad
20164,69901.9,9,80971.4,20164,8,4.01564,26415434,bad
20164,69901.9,9,80971.4,20164,8,4.01564,13323659,bad
20164,69901.9,9,80971.4,20164,8,4.01564,80361466,bad
20164,69901.9,9,80971.4,20164,8,4.01564,1216556,bad
20002,5.27E+11,101000000,5.27E+11,20002,101000000,26300000,44526267,bad
20002,572724,86,585137,20002,86,29.2539,44526267,bad
20002,572724,86,585137,20002,86,29.2539,26415432,good
20002,572724,86,585137,20002,86,29.2539,90197665,bad
20002,572724,86,585137,20002,86,29.2539,80361466,bad
20002,5.97E+11,102000000,5.97E+11,20002,101000000,29900000,59072882,bad
20002,5.97E+11,102000000,5.97E+11,20002,101000000,29900000,44526267,bad
20002,5.97E+11,102000000,5.97E+11,20002,101000000,29900000,49834419,bad
20002,5.97E+11,102000000,5.97E+11,20002,101000000,29900000,69654761,bad
20002,1410000,247,1430000,20002,247,71.3266,32168839,bad
20002,1410000,247,1430000,20002,247,71.3266,75830645,good
20002,1410000,247,1430000,20002,247,71.3266,81986705,bad
20002,1410000,247,1430000,20002,247,71.3266,69654761,bad
20002,1410000,247,1430000,20002,247,71.3266,90197665,bad
20002,1410000,247,1430000,20002,247,71.3266,19932324,bad
20002,1410000,247,1430000,20002,247,71.3266,80361466,bad
20002,1410000,247,1430000,20002,247,71.3266,1216556,bad
20164,74606.8,9,84118.6,20164,8,4.17172,53302993,bad
20164,74606.8,9,84118.6,20164,8,4.17172,44526267,bad
20164,74606.8,9,84118.6,20164,8,4.17172,8793453,bad
20164,74606.8,9,84118.6,20164,8,4.17172,32168838,bad
20164,74606.8,9,84118.6,20164,8,4.17172,49834419,bad
20164,74606.8,9,84118.6,20164,8,4.17172,43373442,bad
20164,74606.8,9,84118.6,20164,8,4.17172,45869640,bad
20002,649398,86,662223,20002,86,33.1078,26415434,good
20164,123673,15,133578,20164,12,6.62456,59072881,bad
20164,123673,15,133578,20164,12,6.62456,90197665,bad
20164,123673,15,133578,20164,12,6.62456,19932324,bad
20164,123673,15,133578,20164,12,6.62456,80361467,bad
38666.7,157333,43,175067,40000,15,4.37669,59072882,bad
38666.7,157333,43,175067,40000,15,4.37669,29030070,bad
38666.7,157333,43,175067,40000,15,4.37669,26415434,bad
38666.7,157333,43,175067,40000,15,4.37669,19932324,bad
38666.7,157333,43,175067,40000,15,4.37669,1216556,bad
38666.7,157333,43,175067,40000,15,4.37669,75830647,good
20002,1.54E+11,69900000,1.54E+11,20002,70000000,7690000,75830645,bad
20002,1630000,247,1640000,20002,247,82.0648,69654761,bad
20001,1660000,100,1680000,20001,100,83.8622,59072882,bad
20001,1660000,100,1680000,20001,100,83.8622,36025722,bad
20001,1660000,100,1680000,20001,100,83.8622,32168838,bad
20001,1660000,100,1680000,20001,100,83.8622,26415432,bad
20001,1660000,100,1680000,20001,100,83.8622,75830645,good
20001,1660000,100,1680000,20001,100,83.8622,32874609,bad
20001,1660000,100,1680000,20001,100,83.8622,1216556,bad
36723.6,66646.5,5,88571.9,40804,5,2.17067,44526267,bad
36723.6,66646.5,5,88571.9,40804,5,2.17067,32168839,bad
36723.6,66646.5,5,88571.9,40804,5,2.17067,29553942,bad
36723.6,66646.5,5,88571.9,40804,5,2.17067,69654761,bad
36723.6,66646.5,5,88571.9,40804,5,2.17067,90197665,bad
36723.6,66646.5,5,88571.9,40804,5,2.17067,19932324,bad
36723.6,66646.5,5,88571.9,40804,5,2.17067,1216556,bad
20002,1740000,248,1750000,20002,248,87.558,43373442,bad
20002,1740000,248,1750000,20002,248,87.558,75830645,bad
20002,1740000,248,1750000,20002,248,87.558,29553942,bad
20002,1740000,248,1750000,20002,248,87.558,80361466,bad
20002,649398,86,662162,20002,86,33.1048,75830645,good
20002,1420000,247,1430000,20002,247,71.3468,59072881,bad
20002,1420000,247,1430000,20002,247,71.3468,8793453,bad
20002,1420000,247,1430000,20002,247,71.3468,32168839,bad
20002,1420000,247,1430000,20002,247,71.3468,29030070,bad
20002,1420000,247,1430000,20002,247,71.3468,13323659,bad
20002,1420000,247,1430000,20002,247,71.3468,69654761,bad
20002,1420000,247,1430000,20002,247,71.3468,90197665,bad
20002,3.53E+11,101000000,3.53E+11,20002,101000000,17600000,26415432,bad
20002,3.53E+11,101000000,3.53E+11,20002,101000000,17600000,75830645,good
20002,3.53E+11,101000000,3.53E+11,20002,101000000,17600000,1216556,bad
20002,334033,50,346439,20002,50,17.3202,75830647,bad
67200,4840000,1808,4850000,67200,397,72.2126,59072881,bad
67200,4840000,1808,4850000,67200,397,72.2126,32168838,bad
67200,4840000,1808,4850000,67200,397,72.2126,90197665,bad
67200,4840000,1808,4850000,67200,397,72.2126,85490470,bad
20002,733407,86,746267,20002,86,37.3096,26415434,bad
20002,733407,86,746267,20002,86,37.3096,75830645,bad
20002,1520000,247,1530000,20002,247,76.7166,26415434,good
20002,1520000,247,1530000,20002,247,76.7166,26415432,good
20002,1520000,247,1530000,20002,247,76.7166,81986705,bad
20002,1520000,247,1530000,20002,247,76.7166,69654761,bad
20002,1520000,247,1530000,20002,247,76.7166,1216556,bad
20164,74606.8,9,84037.3,20164,8,4.16769,19932324,bad
20164,74606.8,9,84037.3,20164,8,4.16769,80361466,bad
20164,74606.8,9,84037.3,20164,8,4.16769,1216556,bad
20001,1590000,100,1610000,20001,100,80.4448,80361467,bad
8667.53,466713,112,472844,20002,114,23.6398,26415432,bad
8667.53,466713,112,472844,20002,114,23.6398,19932324,bad
8667.53,466713,112,472844,20002,114,23.6398,1216556,bad
10001,549388,102,554076,20002,104,27.7011,36025722,bad
10001,549388,102,554076,20002,104,27.7011,29553942,bad
20002,328033,47,339297,20002,47,16.9632,90197667,bad
20002,328033,47,339297,20002,47,16.9632,29030070,bad
20002,328033,47,339297,20002,47,16.9632,13323659,bad
20002,328033,47,339297,20002,47,16.9632,80361467,bad
20002,690069,85,702994,20002,85,35.1462,26415434,bad
40320,491904,124,500907,40320,65,12.4233,36025722,bad
40320,491904,124,500907,40320,65,12.4233,32168838,bad
40320,491904,124,500907,40320,65,12.4233,49834419,bad
40320,491904,124,500907,40320,65,12.4233,26415434,bad
40320,491904,124,500907,40320,65,12.4233,26415432,bad
40320,491904,124,500907,40320,65,12.4233,13323659,bad
20002,696736,86,708575,20002,86,35.4252,26415434,good
20002,696736,86,708575,20002,86,35.4252,26415432,good
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20100000,59072882,bad
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20100000,36025722,bad
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20100000,75830645,good
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20100000,29553942,bad
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20100000,69654761,bad
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20100000,90197665,bad
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20100000,1216556,bad
20001,1590000,100,1610000,20001,100,80.4496,36025722,bad
20001,1590000,100,1610000,20001,100,80.4496,49834419,bad
20001,1590000,100,1610000,20001,100,80.4496,26415432,bad
20001,1590000,100,1610000,20001,100,80.4496,19932324,bad
20001,1590000,100,1610000,20001,100,80.4496,80361466,bad
20002,1740000,247,1750000,20002,247,87.356,81986705,bad
20002,1740000,247,1750000,20002,247,87.356,90197665,bad
20002,6.8E+11,102000000,6.8E+11,20002,102000000,34000000,75830645,bad
8000.8,1040000,244,1040000,20002,246,52.0077,90197667,bad
8000.8,1040000,244,1040000,20002,246,52.0077,44526267,bad
8000.8,1040000,244,1040000,20002,246,52.0077,26415434,bad
8000.8,1040000,244,1040000,20002,246,52.0077,26415432,bad
20001,1660000,100,1680000,20001,100,83.8613,90197667,bad
20001,1660000,100,1680000,20001,100,83.8613,44526267,bad
20001,1660000,100,1680000,20001,100,83.8613,32168839,bad
20001,1660000,100,1680000,20001,100,83.8613,5890862,bad
20001,1660000,100,1680000,20001,100,83.8613,13323659,bad
20001,1660000,100,1680000,20001,100,83.8613,45869640,bad
20001,1660000,100,1680000,20001,100,83.8613,75830645,good
20001,1660000,100,1680000,20001,100,83.8613,90197665,bad
20001,1660000,100,1680000,20001,100,83.8613,80361467,bad
20001,1660000,100,1680000,20001,100,83.8613,1216556,bad
21576,3180000,558,3180000,21576,416,147.5,36025722,bad
21576,3180000,558,3180000,21576,416,147.5,8793453,bad
21576,3180000,558,3180000,21576,416,147.5,26415434,bad
21576,3180000,558,3180000,21576,416,147.5,81986705,bad
9334.27,1180000,247,1190000,20002,249,59.477,59072882,bad
9334.27,1180000,247,1190000,20002,249,59.477,36025722,bad
9334.27,1180000,247,1190000,20002,249,59.477,32168838,bad
9334.27,1180000,247,1190000,20002,249,59.477,26415434,bad
9334.27,1180000,247,1190000,20002,249,59.477,13323659,bad
9334.27,1180000,247,1190000,20002,249,59.477,75830645,good
9334.27,1180000,247,1190000,20002,249,59.477,1216556,bad
20002,424709,49,433925,20002,49,21.6941,59072881,bad
20002,424709,49,433925,20002,49,21.6941,69654761,bad
20002,424709,49,433925,20002,49,21.6941,32874609,bad
20002,424709,49,433925,20002,49,21.6941,90197665,bad
20002,424709,49,433925,20002,49,21.6941,80361466,bad
21552,2850000,558,2860000,21552,416,132.541,59072881,bad
20002,5.8E+11,101000000,5.8E+11,20002,101000000,29000000,44526267,bad
20002,5.8E+11,101000000,5.8E+11,20002,101000000,29000000,32168838,bad
20002,5.8E+11,101000000,5.8E+11,20002,101000000,29000000,49834419,bad
20002,5.8E+11,101000000,5.8E+11,20002,101000000,29000000,29030070,bad
20002,5.8E+11,101000000,5.8E+11,20002,101000000,29000000,90197665,bad
20002,5.8E+11,101000000,5.8E+11,20002,101000000,29000000,1216556,bad
20002,5.8E+11,101000000,5.8E+11,20002,101000000,29000000,75830647,good
20001,1570000,100,1590000,20001,100,79.3174,49834419,bad
20001,1570000,100,1590000,20001,100,79.3174,13323659,bad
20001,1570000,100,1590000,20001,100,79.3174,75830645,good
20001,1570000,100,1590000,20001,100,79.3174,29553942,bad
20001,1570000,100,1590000,20001,100,79.3174,69654761,bad
20001,1570000,100,1590000,20001,100,79.3174,1216556,bad
29333.3,37333.3,4,50265.4,40000,3,1.25664,32168838,bad
29333.3,37333.3,4,50265.4,40000,3,1.25664,45869640,bad
29333.3,37333.3,4,50265.4,40000,3,1.25664,75830645,good
29333.3,37333.3,4,50265.4,40000,3,1.25664,19932324,bad
29333.3,37333.3,4,50265.4,40000,3,1.25664,75830647,good
20001,1620000,100,1630000,20001,100,81.5838,32168839,bad
20001,1620000,100,1630000,20001,100,81.5838,26415432,bad
20001,1620000,100,1630000,20001,100,81.5838,81986705,bad
20002,696070,86,707749,20002,86,35.3839,90197667,bad
20002,696070,86,707749,20002,86,35.3839,59072882,bad
20002,696070,86,707749,20002,86,35.3839,59072881,bad
20002,696070,86,707749,20002,86,35.3839,13323659,bad
20002,696070,86,707749,20002,86,35.3839,45869640,good
20002,696070,86,707749,20002,86,35.3839,32874609,bad
20002,696070,86,707749,20002,86,35.3839,1216556,bad
20002,696070,86,707749,20002,86,35.3839,75830647,bad
20001,1620000,100,1630000,20001,100,81.5862,32168839,bad
20001,1620000,100,1630000,20001,100,81.5862,29030070,bad
20001,1620000,100,1630000,20001,100,81.5862,80361466,bad
20002,380038,49,389135,20002,49,19.4548,59072882,bad
20002,380038,49,389135,20002,49,19.4548,36025722,bad
20002,380038,49,389135,20002,49,19.4548,75830647,bad
20164,74606.8,9,84345.3,20164,8,4.18297,36025722,bad
20164,74606.8,9,84345.3,20164,8,4.18297,53302993,bad
20164,74606.8,9,84345.3,20164,8,4.18297,26415434,bad
20164,74606.8,9,84345.3,20164,8,4.18297,26415432,bad
20164,74606.8,9,84345.3,20164,8,4.18297,75830645,good
20164,71918.3,9,81966.3,20164,8,4.06498,90197667,bad
20164,71918.3,9,81966.3,20164,8,4.06498,44526267,bad
20164,71918.3,9,81966.3,20164,8,4.06498,8793453,bad
20164,71918.3,9,81966.3,20164,8,4.06498,26415434,bad
20164,71918.3,9,81966.3,20164,8,4.06498,75830645,good
20164,71918.3,9,81966.3,20164,8,4.06498,80361467,bad
20002,4.02E+11,103000000,4.02E+11,20002,103000000,20100000,32168838,bad
20002,4.02E+11,103000000,4.02E+11,20002,103000000,20100000,49834419,bad
20002,4.02E+11,103000000,4.02E+11,20002,103000000,20100000,29030070,bad
20002,4.02E+11,103000000,4.02E+11,20002,103000000,20100000,81986705,bad
20002,4.02E+11,103000000,4.02E+11,20002,103000000,20100000,69654761,bad
20002,1740000,247,1750000,20002,247,87.5189,75830645,good
20002,1740000,247,1750000,20002,247,87.5189,75830647,good
20002,4.65E+11,104000000,4.65E+11,20002,104000000,23300000,59072882,bad
20002,4.65E+11,104000000,4.65E+11,20002,104000000,23300000,8793453,bad
20002,4.65E+11,104000000,4.65E+11,20002,104000000,23300000,49834419,bad
20002,4.65E+11,104000000,4.65E+11,20002,104000000,23300000,81986705,bad
20002,4.65E+11,104000000,4.65E+11,20002,104000000,23300000,69654761,bad
20002,402040,49,411341,20002,49,20.565,19932324,bad
20001,1620000,100,1630000,20001,100,81.5837,59072881,bad
20001,1620000,100,1630000,20001,100,81.5837,32168838,bad
20001,1620000,100,1630000,20001,100,81.5837,1216556,bad
20001,1660000,100,1680000,20001,100,83.8608,59072881,bad
20001,1660000,100,1680000,20001,100,83.8608,36025722,bad
20001,1660000,100,1680000,20001,100,83.8608,49834419,bad
20001,1660000,100,1680000,20001,100,83.8608,29030070,bad
20001,1660000,100,1680000,20001,100,83.8608,13323659,bad
20001,1660000,100,1680000,20001,100,83.8608,69654761,bad
38666.7,168000,43,186402,40000,15,4.66005,69654761,bad
10001,548055,103,552938,20002,105,27.6442,44526267,bad
10001,548055,103,552938,20002,105,27.6442,49834419,bad
10001,548055,103,552938,20002,105,27.6442,5890862,bad
10001,548055,103,552938,20002,105,27.6442,90197665,bad
10001,548055,103,552938,20002,105,27.6442,80361466,bad
10001,548055,103,552938,20002,105,27.6442,1216556,bad
47604.7,385938,26,415649,51005,23,8.14918,29030070,bad
47604.7,385938,26,415649,51005,23,8.14918,80361466,bad
47604.7,385938,26,415649,51005,23,8.14918,75830647,good
20002,1520000,247,1540000,20002,247,76.7867,59072881,bad
20002,1520000,247,1540000,20002,247,76.7867,32168838,bad
20002,1520000,247,1540000,20002,247,76.7867,43373442,bad
20002,1520000,247,1540000,20002,247,76.7867,26415434,good
20002,1520000,247,1540000,20002,247,76.7867,75830645,good
20002,1520000,247,1540000,20002,247,76.7867,29553942,bad
20002,1520000,247,1540000,20002,247,76.7867,69654761,bad
20002,1520000,247,1540000,20002,247,76.7867,19932324,bad
20002,1520000,247,1540000,20002,247,76.7867,75830647,good
20002,1840000,247,1850000,20002,247,92.7398,59072882,bad
